NODE	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	
N8	0.0496078	0.101228	0.162016	0.204781	0.19304	0.150949	0.0858029	0.0379748	0.0113576	0.00271967	0.000449358	6.69174e-05	7.12434e-06	7.939e-07	6.73764e-08	6.90506e-09	5.10648e-10	4.45518e-11	2.52138e-12	1.67586e-13	6.63601e-15	3.15879e-16	9.0881e-18	3.3648e-19	7.10177e-21	1.96893e-22	3.27203e-24	7.6365e-26	9.89686e-28	1.80722e-29	1.98199e-31	3.28246e-33	2.93906e-35	3.92021e-37	3.14982e-39	4.09263e-41	2.88463e-43	3.34227e-45	2.49855e-47	3.49196e-49	2.72608e-51	3.67697e-53	2.98927e-55	4.23974e-57	2.92303e-59	3.29061e-61	2.08982e-63	2.33107e-65	1.19098e-67	9.98873e-70	4.67056e-72	3.91154e-74	1.58334e-76	1.18062e-78	7.60374e-81	9.28614e-83	1.41358e-84	
Bulbostylis_barbata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.000595286	0.00478608	0.025399	0.0959857	0.147675	0.193664	0.233277	0.207928	0.0690237	0.0171711	0.00348104	0.000769099	0.000140496	7.18097e-05	2.32323e-05	9.12556e-06	1.1879e-06	1.801e-07	9.60953e-09	7.17497e-10	1.99835e-11	1.77077e-12	1.21225e-13	1.843e-14	8.2719e-16	6.58468e-17	1.96003e-18	1.61477e-19	1.09513e-20	4.03505e-21	6.25527e-22	2.25935e-22	1.74962e-23	2.49549e-24	1.18099e-25	1.33204e-26	3.0968e-28	1.4355e-29	2.22494e-31	8.91842e-33	6.58684e-35	9.79571e-37	4.69768e-39	6.34339e-41	1.60923e-43	9.91995e-46	2.17492e-48	1.54762e-50	1.86712e-53	5.44161e-56	5.56137e-59	2.00467e-61	1.34742e-64	2.79049e-67	3.05289e-70	1.24011e-72	4.27079e-75	
N10	0.000174404	0.00137156	0.00838591	0.0357325	0.0820214	0.116317	0.184434	0.211972	0.0787847	0.0605512	0.0153327	0.0267954	0.00385303	0.0250877	0.0122295	0.0835504	0.0150572	0.0297173	0.00255482	0.00397125	0.000145399	0.00016895	3.87304e-05	0.000395723	2.92819e-05	2.52639e-05	3.3674e-06	2.15658e-05	1.79064e-06	8.59996e-06	8.84426e-06	0.000404828	7.77956e-05	0.000154416	3.92946e-05	0.000516792	3.08029e-05	2.10588e-05	2.22126e-06	1.14154e-05	2.00153e-07	3.77013e-08	6.80912e-10	8.59061e-10	4.74081e-12	5.25344e-13	1.27894e-14	1.0476e-14	2.20259e-17	6.13639e-19	1.3468e-21	3.51351e-22	3.78342e-25	2.16495e-26	2.31848e-28	6.66118e-29	9.98243e-31	
Bulbostylis_juncoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bulbostylis_densa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bulbostylis_hispidula	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.012417	0.0287769	0.0588738	0.1021	0.137547	0.170951	0.172207	0.145467	0.0853655	0.044928	0.0205444	0.0115531	0.00528112	0.00266149	0.000902028	0.00033266	7.26563e-05	1.73433e-05	2.36243e-06	3.77458e-07	3.33883e-08	3.87661e-09	3.07137e-10	4.87916e-11	6.61578e-12	1.62518e-12	2.53084e-13	6.03833e-14	7.52375e-15	1.37809e-15	1.43084e-16	2.33755e-17	1.86092e-18	2.23957e-19	1.48218e-20	1.60523e-21	8.10799e-23	6.46519e-24	2.79074e-25	2.07936e-26	6.83755e-28	3.64619e-29	1.03414e-30	5.23135e-32	1.15303e-33	4.31985e-35	8.66528e-37	3.24682e-38	5.07379e-40	1.35838e-41	1.93213e-43	5.21473e-45	6.20852e-47	1.42034e-48	2.68341e-50	1.09197e-51	6.70823e-53	
Eleocharis_dulcis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N12	0.00143698	0.00520494	0.0170548	0.0448054	0.0875816	0.143034	0.192282	0.210479	0.162425	0.090485	0.0336937	0.00939073	0.00181274	0.000280543	3.07657e-05	2.80389e-06	1.86903e-07	1.13321e-08	5.56195e-10	2.77421e-11	1.09342e-12	4.38082e-14	1.26668e-15	4.10438e-17	9.06614e-19	2.5135e-20	4.62462e-22	1.07397e-23	1.58598e-25	2.77099e-27	3.20762e-29	4.20873e-31	3.68532e-33	3.54552e-35	2.36283e-37	1.73701e-39	8.73541e-42	4.90066e-44	1.90147e-46	8.68837e-49	2.6003e-51	9.66242e-54	2.33059e-56	7.89454e-59	1.53941e-61	4.58269e-64	7.98532e-67	2.5072e-69	3.80332e-72	1.04009e-74	1.57651e-77	4.71258e-80	7.3769e-83	2.38814e-85	7.69905e-88	3.55381e-90	1.72321e-92	
N13	7.61583e-05	0.000377384	0.00178009	0.00689917	0.0198414	0.0388031	0.0636612	0.128093	0.217865	0.259223	0.175576	0.0705411	0.0143908	0.00235177	0.000317776	0.000115735	4.70105e-05	2.78312e-05	8.63591e-06	3.42338e-06	6.36335e-07	1.5174e-07	1.64526e-08	2.41442e-09	1.46913e-10	1.27005e-11	4.78446e-13	3.04194e-14	7.35778e-16	3.09231e-17	5.79261e-19	2.24878e-20	2.98105e-22	7.48379e-24	8.44002e-26	2.10478e-27	1.71321e-29	2.73868e-31	1.97606e-33	3.31634e-35	1.76125e-37	1.89969e-39	9.143e-42	1.08659e-43	3.97131e-46	3.13094e-48	1.09082e-50	1.01321e-52	2.68339e-55	1.5919e-57	4.04351e-60	2.95452e-62	5.94395e-65	3.09144e-67	1.01923e-69	1.11784e-71	1.39777e-73	
Eleocharis_uniglumis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Eleocharis_acicularis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N14	0.00061862	0.0024376	0.00939848	0.0289728	0.0678827	0.132116	0.203836	0.235549	0.1834	0.0955897	0.0317794	0.00722153	0.00106603	0.000121725	9.19115e-06	7.22673e-07	3.48143e-08	2.59302e-09	9.19044e-11	5.87878e-12	1.47202e-13	6.82356e-15	1.21433e-16	4.15365e-18	5.3117e-20	1.33669e-21	1.29585e-23	2.68116e-25	1.95173e-27	3.10413e-29	1.89782e-31	3.12823e-33	1.46836e-35	1.78674e-37	8.45086e-40	1.43075e-41	4.9733e-44	4.98961e-46	1.92776e-48	2.88568e-50	7.63404e-53	5.86777e-55	1.71006e-57	2.00004e-59	4.04926e-62	2.41597e-64	5.40543e-67	5.04416e-69	7.95256e-72	3.72254e-74	6.3863e-77	4.77695e-79	5.98215e-82	2.33846e-84	4.02224e-87	3.54563e-89	2.97601e-91	
N15	5.20051e-06	5.84778e-05	0.000537223	0.00324693	0.0118068	0.0558945	0.206025	0.377512	0.263846	0.0717213	0.00874221	0.000581433	2.21704e-05	5.88276e-07	1.02459e-08	1.62464e-10	1.77926e-12	2.23596e-14	1.77113e-16	1.70981e-18	9.47243e-21	6.53117e-23	2.54301e-25	1.28766e-27	3.59349e-30	1.36922e-32	2.87254e-35	8.97243e-38	1.44706e-40	3.70787e-43	5.04178e-46	1.2508e-48	1.43193e-51	2.98916e-54	3.24435e-57	7.08255e-60	6.42995e-63	1.07572e-65	9.23979e-69	1.59966e-71	1.10806e-74	1.41206e-77	9.15143e-81	1.22419e-83	6.41924e-87	6.35078e-90	3.14673e-93	3.37006e-96	1.35582e-99	1.06451e-102	4.07476e-106	3.58236e-109	1.14018e-112	7.81256e-116	3.58324e-119	4.72048e-122	6.89175e-125	
Eleocharis_mamillata_subsp_mamillata	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Eleocharis_compressa_var_compressa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Eleocharis_flavescens_var_olivacea	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N16	0.0349236	0.077333	0.132552	0.179994	0.174456	0.151161	0.0967356	0.0693121	0.0342481	0.0245083	0.0104102	0.00808328	0.00291958	0.00206343	0.000651903	0.000471657	0.000109347	5.20804e-05	9.02949e-06	4.1569e-06	4.62119e-07	1.15515e-07	1.02178e-08	2.77814e-09	1.51937e-10	1.97301e-11	8.78206e-13	1.33696e-13	3.82135e-15	2.993e-16	8.29582e-18	9.02708e-19	1.54802e-20	7.23248e-22	1.12892e-23	7.37952e-25	7.73294e-27	2.683e-28	3.37985e-30	1.92539e-31	1.4373e-33	3.15429e-35	2.32418e-37	7.91949e-39	4.03582e-41	7.59475e-43	5.32772e-45	1.77429e-46	6.92311e-49	8.25928e-51	3.28055e-53	6.41799e-55	1.7912e-57	1.9554e-59	1.00661e-61	2.86196e-63	7.66676e-65	
N17	0.0126743	0.0344296	0.0753141	0.129149	0.161614	0.173241	0.139688	0.10758	0.0634019	0.0443956	0.0234697	0.0178016	0.00817176	0.00562654	0.00195515	0.00111616	0.000258139	9.46079e-05	1.46437e-05	4.00383e-06	3.83791e-07	6.17762e-08	4.0471e-09	5.66271e-10	2.28397e-11	1.89502e-12	5.5984e-14	4.99041e-15	9.43157e-17	5.20035e-18	8.75415e-20	6.04172e-21	6.60969e-23	2.41123e-24	2.46443e-26	1.10668e-27	7.7827e-30	1.96792e-31	1.43854e-33	4.85363e-35	2.34316e-37	3.93294e-39	1.86365e-41	4.16153e-43	1.40331e-45	1.79769e-47	6.88632e-50	1.36945e-51	3.33944e-54	2.96603e-56	7.49886e-59	1.05805e-60	1.85636e-63	1.38571e-65	3.90407e-68	8.0282e-70	1.52369e-71	
N18	0.00395097	0.0131882	0.0370201	0.0803522	0.126055	0.16568	0.163976	0.141941	0.0943949	0.0676724	0.0400007	0.030822	0.0163729	0.011295	0.00431218	0.00224218	0.00052136	0.000172382	2.34059e-05	5.46381e-06	4.0772e-07	6.00409e-08	2.73223e-09	3.42191e-10	9.00612e-12	6.84994e-13	1.29307e-14	9.03015e-16	1.05541e-17	4.12157e-19	3.92655e-21	1.56162e-22	9.39729e-25	1.96534e-26	1.02656e-28	2.43991e-30	8.44313e-33	1.09208e-34	3.75087e-37	6.82749e-39	1.53934e-41	1.3608e-43	3.26905e-46	4.84235e-48	7.6684e-51	5.30518e-53	1.06583e-55	1.55549e-57	1.72335e-60	8.32409e-63	1.133e-65	1.27417e-67	1.0126e-70	4.0608e-73	6.12042e-76	7.70305e-78	6.32459e-80	
N19	0.00258162	0.00885184	0.0266665	0.0627347	0.106806	0.151402	0.162362	0.150905	0.105531	0.0786136	0.0474195	0.0403326	0.0218325	0.0190515	0.00690879	0.00582212	0.00112568	0.00088037	8.90175e-05	7.66609e-05	4.0975e-06	2.65903e-06	9.56567e-08	5.68674e-08	1.22563e-09	3.90054e-10	6.65218e-12	2.18235e-12	2.22287e-14	3.37967e-15	3.22977e-17	7.17262e-18	3.84772e-20	3.07162e-21	2.04709e-23	4.2695e-24	1.57841e-26	8.87096e-28	6.42208e-30	1.7909e-30	4.94342e-33	1.78856e-34	1.08887e-36	2.725e-37	5.13785e-40	1.30935e-41	7.23774e-44	1.49123e-44	1.9574e-47	3.22066e-49	1.0686e-51	1.54705e-52	1.50356e-55	2.05179e-57	6.92243e-60	8.78863e-61	1.5377e-62	
N20	1.02759e-05	4.389e-05	0.000180672	0.000634533	0.00158	0.00383862	0.00991725	0.0211566	0.0280517	0.0220377	0.0117874	0.00898988	0.0132571	0.029957	0.0613031	0.116911	0.161441	0.197037	0.154094	0.10193	0.0392495	0.0132453	0.00270888	0.000550173	7.2319e-05	1.15622e-05	2.13577e-06	1.06278e-06	4.8607e-07	2.75455e-07	1.01656e-07	4.53102e-08	1.24171e-08	4.13708e-09	8.61893e-10	2.25679e-10	3.45818e-11	6.61774e-12	7.66778e-13	1.14596e-13	9.58071e-15	1.0193e-15	6.44391e-17	5.41068e-18	2.49703e-19	1.5194e-20	5.51705e-22	2.78216e-23	7.65319e-25	2.88565e-26	6.55849e-28	2.17678e-29	4.18928e-31	1.26826e-32	3.54013e-34	1.63321e-35	1.15811e-36	
N21	3.01415e-15	3.24708e-13	1.27123e-11	9.37365e-10	1.50143e-08	2.61855e-09	8.80141e-08	4.26888e-06	8.99899e-05	0.000128405	4.10927e-06	6.06143e-08	1.39934e-08	5.79301e-07	2.65809e-05	0.000872545	0.0171777	0.172181	0.547293	0.242492	0.0191423	0.000578292	8.68543e-06	8.04536e-08	4.63515e-10	2.0501e-12	1.39938e-14	1.74889e-15	2.92237e-16	5.46228e-17	7.52967e-18	1.0797e-18	1.06424e-19	9.77092e-21	5.99985e-22	3.10537e-23	1.01339e-24	2.44319e-26	3.2134e-28	2.51079e-30	1.07394e-32	3.38937e-35	6.87456e-38	1.17207e-40	1.36532e-43	1.46655e-46	1.10062e-49	8.39941e-53	4.39225e-56	2.59592e-59	1.0567e-62	5.96688e-66	3.06724e-69	2.74822e-72	2.60065e-75	2.4983e-78	2.34286e-81	
Schoenoplectus_pungens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N22	3.42543e-19	1.18854e-16	1.45587e-14	2.41306e-12	6.02705e-11	1.96279e-11	1.37648e-09	1.56217e-07	5.44484e-06	9.51736e-06	2.01972e-07	1.29109e-09	1.22915e-10	9.18604e-09	1.57505e-06	0.000158653	0.00762519	0.136775	0.574469	0.262399	0.0182633	0.000290574	1.63855e-06	4.27196e-09	5.92607e-12	5.87028e-15	4.84782e-18	6.62881e-20	2.22026e-22	3.50927e-24	2.09404e-26	1.75313e-28	9.3222e-31	4.20575e-33	1.29537e-35	2.98642e-38	4.48327e-41	4.61592e-44	2.77861e-47	1.01933e-50	2.24722e-54	3.40271e-58	3.57116e-62	2.87864e-66	1.6974e-70	9.53969e-75	3.49007e-79	2.87619e-83	7.47639e-88	1.40691e-91	2.99239e-96	8.94595e-100	8.67624e-103	3.66877e-105	1.19744e-107	2.83737e-110	4.72638e-113	
Schoenoplectus_acutus_var_acutus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N23	2.29369e-21	9.16933e-19	1.46705e-16	2.30254e-14	8.18559e-13	1.60213e-12	1.04581e-10	1.35212e-08	5.24673e-07	1.00219e-06	4.90187e-08	3.5692e-10	5.72928e-11	8.37891e-10	1.68754e-07	3.10902e-05	0.00260973	0.0772299	0.519284	0.357326	0.0426861	0.000827045	5.06306e-06	1.33551e-08	1.81148e-11	1.57664e-14	1.66881e-17	7.92023e-19	3.18512e-21	1.47875e-22	3.54416e-25	9.90059e-27	1.38778e-29	2.43374e-31	1.89064e-34	2.08563e-36	8.24168e-40	5.15799e-42	1.06815e-45	2.76985e-48	3.77406e-52	4.64428e-55	4.3659e-59	3.3582e-62	2.20749e-66	1.25875e-69	5.88948e-74	2.73908e-77	9.34449e-82	3.71392e-85	9.54709e-90	3.80952e-93	2.12295e-97	1.32301e-99	9.84016e-102	5.91769e-104	2.78589e-106	
Schoenoplectus_lacustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Schoenoplectus_heterochaetus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Actinoscirpus_grossus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N24	0.000225688	0.00104915	0.00445103	0.0147193	0.0354688	0.0678811	0.102963	0.135212	0.141425	0.132611	0.103111	0.0861551	0.0607235	0.0499675	0.0294355	0.020414	0.00840627	0.0042196	0.00110274	0.000384215	5.98092e-05	1.34364e-05	1.30095e-06	2.07297e-07	1.24699e-08	1.26015e-09	5.20997e-11	4.02424e-12	1.08224e-13	5.23588e-15	1.04236e-16	4.28042e-18	5.70243e-20	1.45756e-21	1.52762e-23	3.73457e-25	2.71534e-27	4.1798e-29	2.61539e-31	4.41239e-33	1.94134e-35	1.95732e-37	7.82785e-40	9.50383e-42	2.73665e-44	2.00441e-46	5.85981e-49	5.67896e-51	1.16419e-53	6.14083e-56	1.26941e-58	9.07175e-61	1.38391e-63	6.03287e-66	1.45435e-68	1.30072e-70	1.16909e-72	
N25	3.55265e-05	0.000191039	0.000987704	0.00403982	0.0127251	0.0289503	0.0491627	0.0796153	0.117784	0.148198	0.145004	0.129253	0.0983419	0.0763011	0.0478384	0.0322054	0.0162661	0.00877712	0.00294782	0.00109685	0.000214401	5.62212e-05	6.791e-06	1.42397e-06	1.13844e-07	1.78108e-08	1.02238e-09	1.24084e-10	4.93264e-12	4.06936e-13	1.20762e-14	7.87167e-16	1.62945e-17	7.12629e-19	1.1376e-20	4.24684e-22	4.8186e-24	1.21647e-25	1.12771e-27	2.79062e-29	1.85655e-31	3.01298e-33	1.77907e-35	3.45597e-37	1.46535e-39	1.74768e-41	7.61059e-44	1.3469e-45	4.06082e-48	3.75943e-50	1.26527e-52	1.88915e-54	4.3929e-57	3.43387e-59	1.41821e-61	2.66588e-63	5.25402e-65	
N26	1.08318e-05	6.19885e-05	0.00035702	0.00162094	0.00592196	0.0154248	0.0276108	0.044281	0.0773771	0.131939	0.172812	0.176754	0.134576	0.0909717	0.0519896	0.0332437	0.0189176	0.0104645	0.00395185	0.001353	0.000287758	6.39837e-05	8.08905e-06	1.45449e-06	1.18e-07	2.00219e-08	1.1541e-09	1.96764e-10	8.195e-12	1.13407e-12	3.65116e-14	4.14677e-15	9.74966e-17	7.923e-18	1.49334e-19	1.02559e-20	1.48931e-22	7.62235e-24	9.66605e-26	4.74209e-27	4.88748e-29	1.79352e-30	1.68066e-32	6.54799e-34	4.79296e-36	1.27452e-37	8.867e-40	3.02581e-41	1.51355e-43	2.95631e-45	1.59027e-47	5.31719e-49	1.84055e-51	2.8996e-53	1.93057e-55	9.77508e-57	4.94064e-58	
